,designation,description,productid,imageid,prdtypecode,nomimage
71,Xbox One 500 Giga Avc 3jeux Une Manette,,1366398939,1076659035,2462.0,image_1076659035_product_1366398939.jpg
86,Xbox 360 Élite Noire 250go + 5 Jeux + Une Manette Et Un Micro,,298737347,991347135,2462.0,image_991347135_product_298737347.jpg
238,Clementoni - 62580.2 - Jouet De Premier Age - Tablette Monster University,,1692178656,1098685633,2462.0,image_1098685633_product_1692178656.jpg
324,Lot - Baldur&#39;S Gate - Dark Alliance Ii - 2 - Sur Microsoft Xbox &#43; 1 Jeu Pc Neuf (Voir Photos),,3040165356,1186950504,2462.0,image_1186950504_product_3040165356.jpg
366,Lot De 7 Jeux Video Psp (God Of War Ghost Of Sparta God Of War Chains Of Olympus Pes 2008 Rainbow Six Vegas Need For Speed Carbon Prince Of Persia Revelations Virtua Tennis World Tour),,3751056529,1240995076,2462.0,image_1240995076_product_3751056529.jpg
389,Nintendo Game Boy Tm Transparente + Jeu Tetris + Jeu Super Mario Land,,4003693199,1278873622,2462.0,image_1278873622_product_4003693199.jpg
449,Army Men In Space Jeu Pc Big Box Grosse Boite,,2608616573,1152576528,2462.0,image_1152576528_product_2608616573.jpg
578,Devil May Cry 4 Ps3,,2314970178,1135898639,2462.0,image_1135898639_product_2314970178.jpg
589,Élément De Jeu - Jaquette De Remplacement - Forza Motorsport - Classics - Xbox - Microsoft,,2129065455,1127692227,2462.0,image_1127692227_product_2129065455.jpg
148,Motogp 14 - Season Pass (Extension) - Jeu En Téléchargement,NOTE : Nécessite le jeu original MotoGP 14 pour fonctionner. Code d&#39;activation à utiliser exclusivement sur un compte Steam valide connexion Internet requise. <br /><br /><br /> <strong>À PROPOS DU JEU</strong>  Le Season Pass vous permet d&#39;accéder aux trois packs de contenu additionnel pour MotoGP?14 : le Laguna Seca Red Bull US Grand Prix le Donington Park British Grand Prix et la Red Bull Rookies Cup. <br /><br /> Courez avec les jeunes pilotes et vos idoles de MotoGP? dans ces épreuves passionnantes. <br /><br /><br /> <strong>CONFIGURATION REQUISE</strong>  Minimum: <ul><li>Système: WindowsVista? SP2 Windows7 SP1 ou Windows8 ou Windows8.1</li><li>Processeur: Intel? 2.4Ghz ou equivalent</li><li>Disque dur: 18Go</li><li>RAM: 2GB</li><li>Carte graphique: NVIDIA Geforce 450 ou ATI 6850 ou supérieur (doit être capable de gérer Pixel Shader 4.0) avec au moins 512Mo de mémoire d&#39;affichage</li><li>Jeux en ligne: Connexion Internet haut debit</li><li>DirectX:10</li></ul> <br /> Recommandée <ul><li>Système: Windows7 SP1 ou Windows8.1</li><li>Processor: Intel Core i7 ou equivalent</li><li>HDD space: 18Go</li><li>RAM: 4 Go</li><li>Video Card: NVIDIA GeForce GTX 780 / AMD Radeon R9 290X ou supérieur (les Versions portables ne sont pas toutes prises en charge) avec 2Go de mémoire d&#39;affichage</li><li>DirectX:11</li></ul> <br /> <i>*Laptop versions of these cards are not fully supported</i> <br /><br /> Note: <ul><li>OS pris en charge avec 32 ou 64 bit.</li><li>WindowsVista? SP2 doit être mis à jour avec KB 971644 (platform mise à jour vers DX11)</li></ul> <br /><br />,1711734999,1100084859,2905.0,image_1100084859_product_1711734999.jpg
287,Snark Busters: High Society - Jeu En Téléchargement,<p>L&#39;amour la jalousie et la vengeance se sont données rendez-vous pour rendre la chasse au Snark plus passionnante que jamais dans ce tout nouveau jeu d&#39;aventure et d&#39;objets cachés !</p> <p>Le lendemain du jour où la photographe mondialement célèbre Elizabeth Hughes annonce ses fiançailles avec un beau jardinier du nom de Nicolas Fortright la richissime Duchesse Daffington accuse le jeune homme d&#39;avoir volé un précieux héritage familial.</p> <p>Alors que son bien-aimé est derrière les barreaux Elizabeth se lance dans une quête de vérité. Résolvez des énigmes dévoilant une partie du mystère; suivez la piste des indices à travers des miroirs et dans le monde inversé où le Snark est toujours aussi difficile à trouver; discutez avec de charmants fantômes ayant chacun une quête à résoudre pour vous.</p> <p>Des graphismes steampunk élégants donnent vie au monde du Snark de manière stupéfiante tandis que les personnages doublés par des professionnels présentent une histoire envoûtante pleine d&#39;humour et de suspense. Pourrez-vous attraper le Snark ? Vous êtes plus proche que jamais !</p><p>Points forts de Snark Busters: High Society</p><ul><li>Cinq chapitres passionnants </li><li>27 lieux spectaculaires </li><li>11 mini-jeux redoutables</li></ul>,1711732964,1100077279,2905.0,image_1100077279_product_1711732964.jpg
611,Crusader Kings Ii: Rajas Of India - Dlc - Jeu En Téléchargement,NOTE : Nécessite le jeu original <b>Crusader Kings II</b> pour fonctionner. Code d&#39;activation à utiliser exclusivement sur un compte Steam valide connexion Internet requise. <br /><br /><br /> <strong>À PROPOS DU JEU</strong>  Levez-vous sur les cendres de l&#39;agitation et de l&#39;anarchie qui règne dans un pays divisé en petits fiefs. Il est maintenant temps d&#39;en prendre le contrôle. <br /><br /> Crusader Kings II : Rajas of India est la sixième extension du RPG Crusader Kings II salué par la critique qui met l&#39;accent sur la Perse et l&#39;Inde Oriental. L&#39;extension vous permet d&#39;incarner un dirigeant Hindou Bouddhiste ou Jain détenant un empire Indien en pleine expansion. <br /><br /> Saurez-vous vous défendre contre les envahisseurs étrangers Dharma et ramener l&#39;ordre dans le sous-continent ? <br /><br /> <strong>CONFIGURATION REQUISE</strong>  Windows : <ul><li>Système d&#39;exploitation : Windows XP / Vista / 7</li><li>Processeur : Intel Pentium IV 2.4 GHz ou AMD 3500&#43;</li><li>Mémoire vive : 2 Go de RAM</li><li>Disque dur : 2 Go d&#39;espace disque disponible</li><li>Carte graphique : Carte comportant 512 Mo de mémoire vidéo nVIDIA GeForce 8800 ou ATI Radeon X1900.</li><li>DirectX : 9.0c</li><li>Son : Carte son compatibleDirectX</li><li>Additionnelle : Souris à 3 boutons et clavier</li></ul> <br /> Mac : <ul><li>Système d&#39;exploitation : Mac OS X 10.6.8 ou ultérieure</li><li>Processeur : Intel Core Duo (2 GHz ou meilleure)</li><li>Mémoire vive : 2 Go de RAM</li><li>Disque dur : 2 Go d&#39;espace disque disponible</li><li>Carte graphique : ATI Radeon HD 6750 / NVIDIA GeForce 320 / NVIDIA GeForce 9600 ou supérieure</li><li>Additionnelle : Souris à 3 boutons et clavier</li></ul> <br /> Linux : <ul><li>Système d&#39;exploitation : Ubuntu 12.04 LTS</li><li>Processeur : IntelR PentiumR IV 2.4 GHz ou AMD 3500&#43;</li><li>Mémoire vive : 2 Go</li><li>Disque dur : 2 Go d&#39;espace disque disponible</li><li>Carte graphique : ATI Radeon HD 6750 / NVIDIA GeForce 320 / NVIDIA GeForce9600 ou ultérieure 1024MB VRAM.</li><li>Additionnelle : Souris à 3 boutons et clavier</li></ul> <br /><br />   2014 Paradox Interactive?.  Trademarks belong to their respective owners.  All rights reserved.,1711734886,1100083529,2905.0,image_1100083529_product_1711734886.jpg
653,Rage Against The Zombies - Jeu En Téléchargement,NOTE : code d&#39;activation à utiliser exclusivement sur un compte Steam valide connexion Internet requise. <br /><br /><br /> <strong>À PROPOS DU JEU</strong>  La ville est infestée de ZOMBIES et c&#39;est à vous de les arrêter ! <br /><br /> Des vagues incessantes de ZOMBIES débiles voudraient bien vous faire un câlin mais vous serez d&#39;accord pour dire qu&#39;un bon zombie est un zombie mort. Alors allez-y et usez de tous vos talents de tireur pour tous les dégommer ! <br /><br /> <b>ASTUCES :</b> <ul><li>vous pouvez (parfois) compter sur les autres alors évitez de tuer la jolie INFIRMIÈRE elle vous soignera !</li><li>Pour plus de FUN visez leurs MEMBRES pour les mettre en morceaux et n&#39;hésitez pas à viser leur TÊTE !</li></ul> <br /><br /> <strong>CARACTÉRISTIQUES</strong>  <b>3 mondes de 20 niveaux soit 6H de jeu non stop</b> <br /> Après l&#39;hôpital nettoyez la rue et enfin le metro ! Chaque monde possède 20 niveaux. Tout débloquer est un vrai challenge ! <br /><br /> <b>Des Boss zombies costauds</b> <br /> Survivez à tous les types de zombies et vous pourrez combattre le boss zombie. <br /><br /> <b>Des armes spéciales</b> <br /> Trop de zombies ? Pas de soucis ! Tuez le zombie soldat et essayez de gagner un UZI un FUSIL DE CHASSE un MINIGUN ou un LANCE GRENADE. Faites tout péter ! <br /><br /> <b>Des missions &amp; succès hardcore !</b> <br /> Des tas de missions et de succès vous attendent : réveillez le hardcore gamer qui sommeille en vous ! <br /><br /> <b>Un système d&#39;inventaire</b> <br /> Un inventaire est disponible. Choisissez votre arme principale et votre arme secondaire et élaborez votre propre stratégie pour finir chaque niveau. <br /><br /> <b>Une fonction barricade</b> <br /> Il est possible d&#39;upgrader la barricade située devant vous. Avec une meilleure protection vous pourrez finir les missions les plus difficiles. <br /><br /><br /> <strong>CONFIGURATION REQUISE</strong>  <b>Windows</b> <ul><li>Système : Windows XP/Vista/8/10</li><li>Processeur : 2 Ghz</li><li>Mémoire : 2 GB RAM</li><li>Carte vidéo : Integrated to the motherboard</li><li>Disque dur : 300 MB available space</li></ul> <br /> <b>Mac</b> <ul><li>Système : Yosemite and more</li><li>Processeur : 2 Ghz</li><li>Mémoire : 2 GB RAM</li><li>Carte vidéo : Integrated to the motherboard</li><li>Disque dur : 300 MB available space</li></ul>,1869938533,1107916809,2905.0,image_1107916809_product_1869938533.jpg
